gp,100032,富国中证红利指数增强A,2020-07-29,2814,1.089,2.807,1.78,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-28,2813,1.07,2.786,0.85,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-27,2812,1.061,2.776,-0.28,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-24,2811,1.064,2.779,-3.54,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-23,2810,1.103,2.823,-0.9,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-22,2809,1.113,2.834,0,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-21,2808,1.113,2.834,-0.36,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-20,2807,1.117,2.839,4.2,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-17,2806,1.072,2.788,0.66,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-16,2805,1.065,2.78,-3.09,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-15,2804,1.099,2.818,-1.61,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-14,2804,1.117,2.839,-0.53,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-13,2804,1.123,2.845,2.56,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-10,2804,1.095,2.814,-2.06,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-09,2800,1.118,2.84,1.09,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-08,2800,1.106,2.826,1.1,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-07,2800,1.094,2.813,-0.18,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-07-06,2797,1.096,2.815,4.98,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-03,2796,1.044,2.756,1.16,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-02,2796,1.032,2.743,2.28,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-07-01,2796,1.009,2.717,1.92,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-30,2796,0.99,2.696,0.92,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-29,2796,0.981,2.686,-0.51,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-24,2791,0.986,2.691,0.31,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-23,2791,0.983,2.688,-0.2,开放申购,开放赎回,
zs,100032,富国中证红利指数增强A,2020-06-22,2789,0.985,2.69,-0.61,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-19,2788,0.991,2.697,0.2,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-18,2788,0.989,2.695,0.71,开放申购,开放赎回,
gp,100032,富国中证红利指数增强A,2020-06-17,2788,0.982,2.687,0.2,开放申购,开放赎回,
