lof,502048,易方达上证50指数分级,2020-07-21,1289,1.1301,,0.1,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-20,1288,1.129,,3.11,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-17,1287,1.095,,0.85,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-16,1286,1.0858,,-4.19,限制大额申购,开放赎回,
gp,502048,易方达上证50指数分级,2020-07-15,1285,1.1333,,-0.47,限制大额申购,开放赎回,
gp,502048,易方达上证50指数分级,2020-07-14,1285,1.1386,,-1,限制大额申购,开放赎回,
gp,502048,易方达上证50指数分级,2020-07-13,1285,1.1501,,1.18,限制大额申购,开放赎回,
gp,502048,易方达上证50指数分级,2020-07-10,1285,1.1367,,-2.11,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-09,1281,1.1612,,0.53,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-08,1281,1.1551,,1.58,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-07,1281,1.1371,,0.35,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-06,1281,1.1331,,6.39,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-03,1281,1.065,,2.32,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-02,1281,1.0409,,2.31,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-07-01,1281,1.0174,,2.15,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-06-30,1281,0.996,,0.77,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-06-29,1281,0.9884,,-0.57,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-06-24,1272,0.9941,,0.85,限制大额申购,开放赎回,
lof,502048,易方达上证50指数分级,2020-06-23,1272,0.9857,,0.16,限制大额申购,开放赎回,
