hh,270002,广发稳健增长混合A,2020-08-13,3907,1.7121,4.6707,0.02,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-12,3907,1.7117,4.6703,-1.12,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-11,3907,1.731,4.6896,-0.62,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-10,3907,1.7418,4.7004,0.09,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-07,3907,1.7402,4.6988,-0.32,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-06,3902,1.7458,4.7044,-0.46,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-05,3902,1.7539,4.7125,0.67,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-04,3900,1.7422,4.7008,-0.1,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-08-03,3899,1.7439,4.7025,0.41,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-31,3898,1.7367,4.6953,0.67,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-30,3897,1.7252,4.6838,-0.39,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-29,3896,1.7319,4.6905,0.79,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-28,3895,1.7183,4.6769,0.52,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-27,3894,1.7094,4.668,0.61,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-24,3893,1.699,4.6576,-2.16,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-23,3893,1.7365,4.6951,0.02,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-22,3893,1.7361,4.6947,0.53,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-21,3893,1.727,4.6856,0.69,开放申购,开放赎回,
hh,270002,广发稳健增长混合A,2020-07-20,3889,1.7152,4.6738,0.8,开放申购,开放赎回,
