2020-08-13,3.625101,3.303344,4.029075
2020-08-12,3.624561,3.302804,4.028535
2020-08-11,3.624020,3.302263,4.027994
2020-08-10,3.623480,3.301723,4.027454
2020-08-07,3.622940,3.301182,4.026913
2020-08-06,3.622399,3.300642,4.026373
2020-08-05,3.621859,3.300102,4.025832
2020-08-04,3.621318,3.299561,4.025292
2020-08-03,3.620778,3.299021,4.024752
2020-07-31,3.620237,3.298480,4.024211
2020-07-30,3.619697,3.297940,4.023671
2020-07-29,3.619157,3.297399,4.023130
2020-07-28,3.618616,3.296859,4.022590
2020-07-27,3.618076,3.296319,4.022049
2020-07-24,3.617535,3.295778,4.021509
2020-07-23,3.616995,3.295238,4.020968
2020-07-22,3.616454,3.294697,4.020428
2020-07-21,3.615914,3.294157,4.019888
2020-07-20,3.615373,3.293616,4.019347
2020-07-17,3.614833,3.293076,4.018807
2020-07-16,3.614293,3.292536,4.018266
2020-07-15,3.613752,3.291995,4.017726
2020-07-14,3.613212,3.291455,4.017185
2020-07-13,3.612671,3.290914,4.016645
2020-07-10,3.612131,3.290374,4.016105
2020-07-09,3.611590,3.289833,4.015564
2020-07-08,3.611050,3.289293,4.015024
2020-07-07,3.610510,3.288753,4.014483
2020-07-06,3.609969,3.288212,4.013943
2020-07-03,3.609429,3.287672,4.013402
2020-07-02,3.608888,3.287131,4.012862
2020-07-01,3.608348,3.286591,4.012322
2020-06-30,3.607807,3.286050,4.011781
2020-06-29,3.607267,3.285510,4.011241
2020-06-24,3.606727,3.284970,4.010700
2020-06-23,3.606186,3.284429,4.010160
2020-06-22,3.605646,3.283889,4.009619
2020-06-19,3.605105,3.283348,4.009079
2020-06-18,3.604565,3.282808,4.008539
2020-06-17,3.604024,3.282267,4.007998
2020-06-16,3.603484,3.281727,4.007458
2020-06-15,3.602944,3.281187,4.006917
2020-06-12,3.602403,3.280646,4.006377
2020-06-11,3.601863,3.280106,4.005836
2020-06-10,3.601322,3.279565,4.005296
2020-06-09,3.600782,3.279025,4.004756
2020-06-08,3.600241,3.278484,4.004215
2020-06-05,3.599701,3.277944,4.003675
2020-06-04,3.599161,3.277404,4.003134
2020-06-03,3.598620,3.276863,4.002594
2020-06-02,3.598080,3.276323,4.002053
2020-06-01,3.597539,3.275782,4.001513
2020-05-29,3.596999,3.275242,4.000973
2020-05-28,3.596458,3.274701,4.000432
2020-05-27,3.595918,3.274161,3.999892
2020-05-26,3.595378,3.273621,3.999351
2020-05-25,3.594837,3.273080,3.998811
2020-05-22,3.594297,3.272540,3.998270
2020-05-21,3.593756,3.271999,3.997730
2020-05-20,3.593216,3.271459,3.997190
2020-05-19,3.592675,3.270918,3.996649
2020-05-18,3.592135,3.270378,3.996109
2020-05-15,3.591595,3.269838,3.995568
2020-05-14,3.591054,3.269297,3.995028
2020-05-13,3.590514,3.268757,3.994487
2020-05-12,3.589973,3.268216,3.993947
2020-05-11,3.589433,3.267676,3.993407
2020-05-08,3.588892,3.267135,3.992866
2020-05-07,3.588352,3.266595,3.992326
2020-05-06,3.587812,3.266055,3.991785
2020-04-30,3.587271,3.265514,3.991245
2020-04-29,3.586731,3.264974,3.990704
2020-04-28,3.586190,3.264433,3.990164
2020-04-27,3.585650,3.263893,3.989624
2020-04-24,3.585109,3.263352,3.989083
2020-04-23,3.584569,3.262812,3.988543
2020-04-22,3.584029,3.262272,3.988002
2020-04-21,3.583488,3.261731,3.987462
2020-04-20,3.582948,3.261191,3.986921
2020-04-17,3.582407,3.260650,3.986381
2020-04-16,3.581867,3.260110,3.985841
2020-04-15,3.581326,3.259569,3.985300
2020-04-14,3.580786,3.259029,3.984760
2020-04-13,3.580246,3.258488,3.984219
2020-04-10,3.579705,3.257948,3.983679
2020-04-09,3.579165,3.257408,3.983138
2020-04-08,3.578624,3.256867,3.982598
2020-04-07,3.578084,3.256327,3.982058
2020-04-03,3.577543,3.255786,3.981517
2020-04-02,3.577003,3.255246,3.980977
2020-04-01,3.576463,3.254705,3.980436
2020-03-31,3.575922,3.254165,3.979896
2020-03-30,3.575382,3.253625,3.979355
2020-03-27,3.574841,3.253084,3.978815
2020-03-26,3.574301,3.252544,3.978275
2020-03-25,3.573760,3.252003,3.977734
2020-03-24,3.573220,3.251463,3.977194
2020-03-23,3.572680,3.250922,3.976653
2020-03-20,3.572139,3.250382,3.976113
2020-03-19,3.571599,3.249842,3.975572
2020-03-18,3.571058,3.249301,3.975032
2020-03-17,3.570518,3.248761,3.974491
2020-03-16,3.569977,3.248220,3.973951
2020-03-13,3.569437,3.247680,3.973411
2020-03-12,3.568896,3.247139,3.972870
2020-03-11,3.568356,3.246599,3.972330
2020-03-10,3.567816,3.246059,3.971789
2020-03-09,3.567275,3.245518,3.971249
2020-03-06,3.566735,3.244978,3.970708
2020-03-05,3.566194,3.244437,3.970168
2020-03-04,3.565654,3.243897,3.969628
2020-03-03,3.565113,3.243356,3.969087
2020-03-02,3.564573,3.242816,3.968547
2020-02-28,3.564033,3.242276,3.968006
2020-02-27,3.563492,3.241735,3.967466
2020-02-26,3.562952,3.241195,3.966925
2020-02-25,3.562411,3.240654,3.966385
2020-02-24,3.561871,3.240114,3.965845
2020-02-21,3.561330,3.239573,3.965304
2020-02-20,3.560790,3.239033,3.964764
2020-02-19,3.560250,3.238493,3.964223
2020-02-18,3.559709,3.237952,3.963683
2020-02-17,3.559169,3.237412,3.963142
2020-02-14,3.558628,3.236871,3.962602
2020-02-13,3.558088,3.236331,3.962062
2020-02-12,3.557547,3.235790,3.961521
2020-02-11,3.557007,3.235250,3.960981
2020-02-10,3.556467,3.234710,3.960440
