2020-08-13,1.116694,1.106416,1.128358
2020-08-12,1.116470,1.106192,1.128133
2020-08-11,1.116246,1.105968,1.127909
2020-08-10,1.116021,1.105744,1.127685
2020-08-07,1.115797,1.105520,1.127461
2020-08-06,1.115573,1.105295,1.127237
2020-08-05,1.115349,1.105071,1.127012
2020-08-04,1.115125,1.104847,1.126788
2020-08-03,1.114901,1.104623,1.126564
2020-07-31,1.114676,1.104399,1.126340
2020-07-30,1.114452,1.104174,1.126116
2020-07-29,1.114228,1.103950,1.125892
2020-07-28,1.114004,1.103726,1.125667
2020-07-27,1.113780,1.103502,1.125443
2020-07-24,1.113555,1.103278,1.125219
2020-07-23,1.113331,1.103053,1.124995
2020-07-22,1.113107,1.102829,1.124771
2020-07-21,1.112883,1.102605,1.124546
2020-07-20,1.112659,1.102381,1.124322
2020-07-17,1.112434,1.102157,1.124098
2020-07-16,1.112210,1.101933,1.123874
2020-07-15,1.111986,1.101708,1.123650
2020-07-14,1.111762,1.101484,1.123425
2020-07-13,1.111538,1.101260,1.123201
2020-07-10,1.111314,1.101036,1.122977
2020-07-09,1.111089,1.100812,1.122753
2020-07-08,1.110865,1.100587,1.122529
2020-07-07,1.110641,1.100363,1.122305
2020-07-06,1.110417,1.100139,1.122080
2020-07-03,1.110193,1.099915,1.121856
2020-07-02,1.109968,1.099691,1.121632
2020-07-01,1.109744,1.099466,1.121408
2020-06-30,1.109520,1.099242,1.121184
2020-06-29,1.109296,1.099018,1.120959
2020-06-24,1.109072,1.098794,1.120735
2020-06-23,1.108847,1.098570,1.120511
2020-06-22,1.108623,1.098346,1.120287
2020-06-19,1.108399,1.098121,1.120063
2020-06-18,1.108175,1.097897,1.119838
2020-06-17,1.107951,1.097673,1.119614
2020-06-16,1.107727,1.097449,1.119390
2020-06-15,1.107502,1.097225,1.119166
2020-06-12,1.107278,1.097000,1.118942
2020-06-11,1.107054,1.096776,1.118718
2020-06-10,1.106830,1.096552,1.118493
2020-06-09,1.106606,1.096328,1.118269
2020-06-08,1.106381,1.096104,1.118045
2020-06-05,1.106157,1.095879,1.117821
2020-06-04,1.105933,1.095655,1.117597
2020-06-03,1.105709,1.095431,1.117372
2020-06-02,1.105485,1.095207,1.117148
2020-06-01,1.105260,1.094983,1.116924
2020-05-29,1.105036,1.094759,1.116700
2020-05-28,1.104812,1.094534,1.116476
2020-05-27,1.104588,1.094310,1.116251
2020-05-26,1.104364,1.094086,1.116027
2020-05-25,1.104140,1.093862,1.115803
2020-05-22,1.103915,1.093638,1.115579
2020-05-21,1.103691,1.093413,1.115355
2020-05-20,1.103467,1.093189,1.115131
2020-05-19,1.103243,1.092965,1.114906
