2020-08-13,2.039873,1.891973,2.201853
2020-08-12,2.039255,1.891355,2.201235
2020-08-11,2.038637,1.890737,2.200617
2020-08-10,2.038019,1.890119,2.199999
2020-08-07,2.037401,1.889501,2.199381
2020-08-06,2.036784,1.888883,2.198763
2020-08-05,2.036166,1.888265,2.198145
2020-08-04,2.035548,1.887647,2.197528
2020-08-03,2.034930,1.887030,2.196910
2020-07-31,2.034312,1.886412,2.196292
2020-07-30,2.033694,1.885794,2.195674
2020-07-29,2.033076,1.885176,2.195056
2020-07-28,2.032458,1.884558,2.194438
2020-07-27,2.031841,1.883940,2.193820
2020-07-24,2.031223,1.883322,2.193202
2020-07-23,2.030605,1.882705,2.192585
2020-07-22,2.029987,1.882087,2.191967
2020-07-21,2.029369,1.881469,2.191349
2020-07-20,2.028751,1.880851,2.190731
2020-07-17,2.028133,1.880233,2.190113
2020-07-16,2.027515,1.879615,2.189495
2020-07-15,2.026898,1.878997,2.188877
2020-07-14,2.026280,1.878379,2.188259
2020-07-13,2.025662,1.877762,2.187642
2020-07-10,2.025044,1.877144,2.187024
2020-07-09,2.024426,1.876526,2.186406
2020-07-08,2.023808,1.875908,2.185788
2020-07-07,2.023190,1.875290,2.185170
2020-07-06,2.022572,1.874672,2.184552
2020-07-03,2.021955,1.874054,2.183934
2020-07-02,2.021337,1.873436,2.183316
2020-07-01,2.020719,1.872819,2.182699
2020-06-30,2.020101,1.872201,2.182081
2020-06-29,2.019483,1.871583,2.181463
2020-06-24,2.018865,1.870965,2.180845
2020-06-23,2.018247,1.870347,2.180227
2020-06-22,2.017629,1.869729,2.179609
2020-06-19,2.017012,1.869111,2.178991
2020-06-18,2.016394,1.868493,2.178373
2020-06-17,2.015776,1.867876,2.177756
2020-06-16,2.015158,1.867258,2.177138
2020-06-15,2.014540,1.866640,2.176520
2020-06-12,2.013922,1.866022,2.175902
2020-06-11,2.013304,1.865404,2.175284
2020-06-10,2.012686,1.864786,2.174666
2020-06-09,2.012069,1.864168,2.174048
2020-06-08,2.011451,1.863550,2.173431
2020-06-05,2.010833,1.862933,2.172813
2020-06-04,2.010215,1.862315,2.172195
2020-06-03,2.009597,1.861697,2.171577
2020-06-02,2.008979,1.861079,2.170959
2020-06-01,2.008361,1.860461,2.170341
2020-05-29,2.007744,1.859843,2.169723
2020-05-28,2.007126,1.859225,2.169105
2020-05-27,2.006508,1.858607,2.168488
2020-05-26,2.005890,1.857990,2.167870
2020-05-25,2.005272,1.857372,2.167252
2020-05-22,2.004654,1.856754,2.166634
2020-05-21,2.004036,1.856136,2.166016
2020-05-20,2.003418,1.855518,2.165398
2020-05-19,2.002801,1.854900,2.164780
2020-05-18,2.002183,1.854282,2.164162
2020-05-15,2.001565,1.853665,2.163545
2020-05-14,2.000947,1.853047,2.162927
2020-05-13,2.000329,1.852429,2.162309
2020-05-12,1.999711,1.851811,2.161691
2020-05-11,1.999093,1.851193,2.161073
2020-05-08,1.998475,1.850575,2.160455
2020-05-07,1.997858,1.849957,2.159837
2020-05-06,1.997240,1.849339,2.159219
2020-04-30,1.996622,1.848722,2.158602
2020-04-29,1.996004,1.848104,2.157984
2020-04-28,1.995386,1.847486,2.157366
2020-04-27,1.994768,1.846868,2.156748
2020-04-24,1.994150,1.846250,2.156130
2020-04-23,1.993532,1.845632,2.155512
2020-04-22,1.992915,1.845014,2.154894
2020-04-21,1.992297,1.844396,2.154276
2020-04-20,1.991679,1.843779,2.153659
2020-04-17,1.991061,1.843161,2.153041
2020-04-16,1.990443,1.842543,2.152423
2020-04-15,1.989825,1.841925,2.151805
2020-04-14,1.989207,1.841307,2.151187
2020-04-13,1.988589,1.840689,2.150569
2020-04-10,1.987972,1.840071,2.149951
2020-04-09,1.987354,1.839453,2.149333
2020-04-08,1.986736,1.838836,2.148716
2020-04-07,1.986118,1.838218,2.148098
2020-04-03,1.985500,1.837600,2.147480
2020-04-02,1.984882,1.836982,2.146862
2020-04-01,1.984264,1.836364,2.146244
2020-03-31,1.983646,1.835746,2.145626
2020-03-30,1.983029,1.835128,2.145008
2020-03-27,1.982411,1.834510,2.144391
2020-03-26,1.981793,1.833893,2.143773
2020-03-25,1.981175,1.833275,2.143155
2020-03-24,1.980557,1.832657,2.142537
2020-03-23,1.979939,1.832039,2.141919
2020-03-20,1.979321,1.831421,2.141301
2020-03-19,1.978704,1.830803,2.140683
2020-03-18,1.978086,1.830185,2.140065
2020-03-17,1.977468,1.829567,2.139448
2020-03-16,1.976850,1.828950,2.138830
2020-03-13,1.976232,1.828332,2.138212
2020-03-12,1.975614,1.827714,2.137594
2020-03-11,1.974996,1.827096,2.136976
2020-03-10,1.974378,1.826478,2.136358
2020-03-09,1.973761,1.825860,2.135740
2020-03-06,1.973143,1.825242,2.135122
2020-03-05,1.972525,1.824625,2.134505
2020-03-04,1.971907,1.824007,2.133887
2020-03-03,1.971289,1.823389,2.133269
2020-03-02,1.970671,1.822771,2.132651
2020-02-28,1.970053,1.822153,2.132033
2020-02-27,1.969435,1.821535,2.131415
2020-02-26,1.968818,1.820917,2.130797
2020-02-25,1.968200,1.820299,2.130179
2020-02-24,1.967582,1.819682,2.129562
2020-02-21,1.966964,1.819064,2.128944
2020-02-20,1.966346,1.818446,2.128326
2020-02-19,1.965728,1.817828,2.127708
2020-02-18,1.965110,1.817210,2.127090
2020-02-17,1.964492,1.816592,2.126472
2020-02-14,1.963875,1.815974,2.125854
2020-02-13,1.963257,1.815356,2.125236
2020-02-12,1.962639,1.814739,2.124619
2020-02-11,1.962021,1.814121,2.124001
2020-02-10,1.961403,1.813503,2.123383
2020-02-07,1.960785,1.812885,2.122765
2020-02-06,1.960167,1.812267,2.122147
2020-02-05,1.959549,1.811649,2.121529
2020-02-04,1.958932,1.811031,2.120911
2020-02-03,1.958314,1.810413,2.120293
2020-01-23,1.957696,1.809796,2.119676
2020-01-22,1.957078,1.809178,2.119058
2020-01-21,1.956460,1.808560,2.118440
2020-01-20,1.955842,1.807942,2.117822
2020-01-17,1.955224,1.807324,2.117204
2020-01-16,1.954606,1.806706,2.116586
2020-01-15,1.953989,1.806088,2.115968
2020-01-14,1.953371,1.805470,2.115351
2020-01-13,1.952753,1.804853,2.114733
2020-01-10,1.952135,1.804235,2.114115
2020-01-09,1.951517,1.803617,2.113497
2020-01-08,1.950899,1.802999,2.112879
2020-01-07,1.950281,1.802381,2.112261
2020-01-06,1.949664,1.801763,2.111643
2020-01-03,1.949046,1.801145,2.111025
2020-01-02,1.948428,1.800527,2.110408
2019-12-31,1.947810,1.799910,2.109790
2019-12-30,1.947192,1.799292,2.109172
2019-12-27,1.946574,1.798674,2.108554
2019-12-26,1.945956,1.798056,2.107936
2019-12-25,1.945338,1.797438,2.107318
2019-12-24,1.944721,1.796820,2.106700
2019-12-23,1.944103,1.796202,2.106082
2019-12-20,1.943485,1.795585,2.105465
2019-12-19,1.942867,1.794967,2.104847
2019-12-18,1.942249,1.794349,2.104229
2019-12-17,1.941631,1.793731,2.103611
2019-12-16,1.941013,1.793113,2.102993
2019-12-13,1.940395,1.792495,2.102375
2019-12-12,1.939778,1.791877,2.101757
2019-12-11,1.939160,1.791259,2.101139
2019-12-10,1.938542,1.790642,2.100522
2019-12-09,1.937924,1.790024,2.099904
2019-12-06,1.937306,1.789406,2.099286
2019-12-05,1.936688,1.788788,2.098668
2019-12-04,1.936070,1.788170,2.098050
2019-12-03,1.935452,1.787552,2.097432
2019-12-02,1.934835,1.786934,2.096814
2019-11-29,1.934217,1.786316,2.096196
2019-11-28,1.933599,1.785699,2.095579
2019-11-27,1.932981,1.785081,2.094961
2019-11-26,1.932363,1.784463,2.094343
2019-11-25,1.931745,1.783845,2.093725
2019-11-22,1.931127,1.783227,2.093107
2019-11-21,1.930509,1.782609,2.092489
2019-11-20,1.929892,1.781991,2.091871
2019-11-19,1.929274,1.781373,2.091253
2019-11-18,1.928656,1.780756,2.090636
2019-11-15,1.928038,1.780138,2.090018
2019-11-14,1.927420,1.779520,2.089400
2019-11-13,1.926802,1.778902,2.088782
2019-11-12,1.926184,1.778284,2.088164
2019-11-11,1.925566,1.777666,2.087546
2019-11-08,1.924949,1.777048,2.086928
2019-11-07,1.924331,1.776430,2.086311
2019-11-06,1.923713,1.775813,2.085693
2019-11-05,1.923095,1.775195,2.085075
